gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,average_score,Passed
male,Kelompok Sosial Ekonomi 1 (Rendah),bachelor's degree,Bayar Sendiri,Tidak Ikut Bimbel,64,60,58,60.666666666666664,1
female,Kelompok Sosial Ekonomi 2,high school,Bayar Sendiri,Selesai Ikut Bimbel,77,82,89,82.66666666666667,1
male,Kelompok Sosial Ekonomi 2,some college,Bayar Sendiri,Tidak Ikut Bimbel,58,50,45,51.0,0
female,Kelompok Sosial Ekonomi 3 (Menengah),high school,Bayar Sendiri,Selesai Ikut Bimbel,60,64,74,66.0,1
male,Kelompok Sosial Ekonomi 5 (Tinggi),high school,Bayar Sendiri,Tidak Ikut Bimbel,73,64,57,64.66666666666667,1
female,Kelompok Sosial Ekonomi 1 (Rendah),high school,Bayar Sendiri,Selesai Ikut Bimbel,75,82,79,78.66666666666667,1
male,Kelompok Sosial Ekonomi 2,associate's degree,Subsidi Sekolah,Selesai Ikut Bimbel,58,57,53,56.0,0
female,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,66,77,73,72.0,1
female,Kelompok Sosial Ekonomi 4,high school,Subsidi Sekolah,Tidak Ikut Bimbel,39,52,46,45.666666666666664,0
male,Kelompok Sosial Ekonomi 3 (Menengah),some high school,Bayar Sendiri,Tidak Ikut Bimbel,64,58,51,57.666666666666664,0
female,Kelompok Sosial Ekonomi 2,high school,Subsidi Sekolah,Selesai Ikut Bimbel,23,44,36,34.333333333333336,0
male,Kelompok Sosial Ekonomi 2,some college,Subsidi Sekolah,Selesai Ikut Bimbel,74,77,76,75.66666666666667,1
female,Kelompok Sosial Ekonomi 4,some high school,Subsidi Sekolah,Selesai Ikut Bimbel,40,65,64,56.333333333333336,0
male,Kelompok Sosial Ekonomi 5 (Tinggi),master's degree,Bayar Sendiri,Tidak Ikut Bimbel,90,85,84,86.33333333333333,1
male,Kelompok Sosial Ekonomi 3 (Menengah),master's degree,Bayar Sendiri,Selesai Ikut Bimbel,91,85,85,87.0,1
male,Kelompok Sosial Ekonomi 4,high school,Bayar Sendiri,Tidak Ikut Bimbel,64,54,50,56.0,0
female,Kelompok Sosial Ekonomi 3 (Menengah),high school,Bayar Sendiri,Tidak Ikut Bimbel,59,72,68,66.33333333333333,1
male,Kelompok Sosial Ekonomi 4,associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,80,75,69,74.66666666666667,1
male,Kelompok Sosial Ekonomi 3 (Menengah),master's degree,Bayar Sendiri,Tidak Ikut Bimbel,71,67,67,68.33333333333333,1
female,Kelompok Sosial Ekonomi 1 (Rendah),high school,Bayar Sendiri,Tidak Ikut Bimbel,61,68,63,64.0,1
female,Kelompok Sosial Ekonomi 5 (Tinggi),some college,Bayar Sendiri,Tidak Ikut Bimbel,87,85,93,88.33333333333333,1
male,Kelompok Sosial Ekonomi 5 (Tinggi),some high school,Bayar Sendiri,Tidak Ikut Bimbel,82,67,61,70.0,1
male,Kelompok Sosial Ekonomi 3 (Menengah),some high school,Bayar Sendiri,Tidak Ikut Bimbel,62,64,55,60.333333333333336,1
female,Kelompok Sosial Ekonomi 2,bachelor's degree,Bayar Sendiri,Tidak Ikut Bimbel,97,97,96,96.66666666666667,1
male,Kelompok Sosial Ekonomi 2,some college,Subsidi Sekolah,Tidak Ikut Bimbel,75,68,65,69.33333333333333,1
female,Kelompok Sosial Ekonomi 3 (Menengah),bachelor's degree,Bayar Sendiri,Tidak Ikut Bimbel,65,79,81,75.0,1
male,Kelompok Sosial Ekonomi 2,high school,Bayar Sendiri,Selesai Ikut Bimbel,52,49,46,49.0,0
male,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Subsidi Sekolah,Tidak Ikut Bimbel,87,73,72,77.33333333333333,1
female,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,53,62,53,56.0,0
female,Kelompok Sosial Ekonomi 5 (Tinggi),master's degree,Subsidi Sekolah,Tidak Ikut Bimbel,81,86,87,84.66666666666667,1
male,Kelompok Sosial Ekonomi 4,bachelor's degree,Subsidi Sekolah,Selesai Ikut Bimbel,39,42,38,39.666666666666664,0
female,Kelompok Sosial Ekonomi 3 (Menengah),some college,Bayar Sendiri,Selesai Ikut Bimbel,71,71,80,74.0,1
male,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,97,93,91,93.66666666666667,1
male,Kelompok Sosial Ekonomi 4,some college,Bayar Sendiri,Selesai Ikut Bimbel,82,82,88,84.0,1
male,Kelompok Sosial Ekonomi 3 (Menengah),high school,Subsidi Sekolah,Tidak Ikut Bimbel,59,53,52,54.666666666666664,0
male,Kelompok Sosial Ekonomi 2,associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,61,42,41,48.0,0
male,Kelompok Sosial Ekonomi 5 (Tinggi),associate's degree,Subsidi Sekolah,Selesai Ikut Bimbel,78,74,72,74.66666666666667,1
male,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Subsidi Sekolah,Tidak Ikut Bimbel,49,51,51,50.333333333333336,0
male,Kelompok Sosial Ekonomi 2,high school,Bayar Sendiri,Tidak Ikut Bimbel,59,58,47,54.666666666666664,0
female,Kelompok Sosial Ekonomi 3 (Menengah),some college,Bayar Sendiri,Selesai Ikut Bimbel,70,72,76,72.66666666666667,1
male,Kelompok Sosial Ekonomi 2,associate's degree,Bayar Sendiri,Selesai Ikut Bimbel,82,84,78,81.33333333333333,1
male,Kelompok Sosial Ekonomi 5 (Tinggi),associate's degree,Subsidi Sekolah,Tidak Ikut Bimbel,90,90,82,87.33333333333333,1
female,Kelompok Sosial Ekonomi 3 (Menengah),bachelor's degree,Subsidi Sekolah,Tidak Ikut Bimbel,43,62,61,55.333333333333336,0
male,Kelompok Sosial Ekonomi 3 (Menengah),some college,Subsidi Sekolah,Tidak Ikut Bimbel,80,64,66,70.0,1
male,Kelompok Sosial Ekonomi 4,some college,Bayar Sendiri,Tidak Ikut Bimbel,81,82,84,82.33333333333333,1
male,Kelompok Sosial Ekonomi 3 (Menengah),some high school,Bayar Sendiri,Tidak Ikut Bimbel,57,61,54,57.333333333333336,0
female,Kelompok Sosial Ekonomi 4,some high school,Bayar Sendiri,Tidak Ikut Bimbel,59,72,80,70.33333333333333,1
female,Kelompok Sosial Ekonomi 4,associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,64,76,74,71.33333333333333,1
male,Kelompok Sosial Ekonomi 3 (Menengah),bachelor's degree,Bayar Sendiri,Selesai Ikut Bimbel,63,64,66,64.33333333333333,1
female,Kelompok Sosial Ekonomi 5 (Tinggi),bachelor's degree,Bayar Sendiri,Selesai Ikut Bimbel,71,70,70,70.33333333333333,1
female,Kelompok Sosial Ekonomi 2,high school,Subsidi Sekolah,Tidak Ikut Bimbel,64,73,71,69.33333333333333,1
male,Kelompok Sosial Ekonomi 4,bachelor's degree,Subsidi Sekolah,Tidak Ikut Bimbel,55,46,44,48.333333333333336,0
female,Kelompok Sosial Ekonomi 5 (Tinggi),associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,51,51,54,52.0,0
female,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Bayar Sendiri,Selesai Ikut Bimbel,62,76,80,72.66666666666667,1
female,Kelompok Sosial Ekonomi 5 (Tinggi),associate's degree,Bayar Sendiri,Selesai Ikut Bimbel,93,100,95,96.0,1
male,Kelompok Sosial Ekonomi 3 (Menengah),high school,Subsidi Sekolah,Tidak Ikut Bimbel,54,72,59,61.666666666666664,1
female,Kelompok Sosial Ekonomi 4,some college,Subsidi Sekolah,Tidak Ikut Bimbel,69,65,74,69.33333333333333,1
male,Kelompok Sosial Ekonomi 4,high school,Subsidi Sekolah,Tidak Ikut Bimbel,44,51,48,47.666666666666664,0
female,Kelompok Sosial Ekonomi 5 (Tinggi),some college,Bayar Sendiri,Selesai Ikut Bimbel,86,85,91,87.33333333333333,1
female,Kelompok Sosial Ekonomi 5 (Tinggi),associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,85,92,85,87.33333333333333,1
female,Kelompok Sosial Ekonomi 1 (Rendah),master's degree,Subsidi Sekolah,Tidak Ikut Bimbel,50,67,73,63.333333333333336,1
male,Kelompok Sosial Ekonomi 4,some high school,Bayar Sendiri,Selesai Ikut Bimbel,88,74,75,79.0,1
female,Kelompok Sosial Ekonomi 5 (Tinggi),associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,59,62,69,63.333333333333336,1
female,Kelompok Sosial Ekonomi 5 (Tinggi),some high school,Subsidi Sekolah,Tidak Ikut Bimbel,32,34,38,34.666666666666664,0
male,Kelompok Sosial Ekonomi 2,high school,Subsidi Sekolah,Tidak Ikut Bimbel,36,29,27,30.666666666666668,0
female,Kelompok Sosial Ekonomi 2,some high school,Subsidi Sekolah,Selesai Ikut Bimbel,63,78,79,73.33333333333333,1
male,Kelompok Sosial Ekonomi 4,associate's degree,Bayar Sendiri,Selesai Ikut Bimbel,67,54,63,61.333333333333336,1
female,Kelompok Sosial Ekonomi 4,some high school,Bayar Sendiri,Selesai Ikut Bimbel,65,78,82,75.0,1
male,Kelompok Sosial Ekonomi 4,master's degree,Bayar Sendiri,Tidak Ikut Bimbel,85,84,89,86.0,1
female,Kelompok Sosial Ekonomi 3 (Menengah),master's degree,Bayar Sendiri,Tidak Ikut Bimbel,73,78,74,75.0,1
female,Kelompok Sosial Ekonomi 1 (Rendah),high school,Subsidi Sekolah,Selesai Ikut Bimbel,34,48,41,41.0,0
female,Kelompok Sosial Ekonomi 4,bachelor's degree,Subsidi Sekolah,Selesai Ikut Bimbel,93,100,100,97.66666666666667,1
female,Kelompok Sosial Ekonomi 4,some high school,Subsidi Sekolah,Tidak Ikut Bimbel,67,84,84,78.33333333333333,1
male,Kelompok Sosial Ekonomi 4,some college,Bayar Sendiri,Tidak Ikut Bimbel,88,77,77,80.66666666666667,1
male,Kelompok Sosial Ekonomi 2,high school,Bayar Sendiri,Tidak Ikut Bimbel,57,48,51,52.0,0
female,Kelompok Sosial Ekonomi 4,some college,Bayar Sendiri,Selesai Ikut Bimbel,79,84,91,84.66666666666667,1
female,Kelompok Sosial Ekonomi 3 (Menengah),bachelor's degree,Subsidi Sekolah,Tidak Ikut Bimbel,67,75,72,71.33333333333333,1
male,Kelompok Sosial Ekonomi 5 (Tinggi),bachelor's degree,Bayar Sendiri,Selesai Ikut Bimbel,70,64,70,68.0,1
male,Kelompok Sosial Ekonomi 4,bachelor's degree,Subsidi Sekolah,Tidak Ikut Bimbel,50,42,48,46.666666666666664,0
female,Kelompok Sosial Ekonomi 1 (Rendah),some college,Bayar Sendiri,Tidak Ikut Bimbel,69,84,82,78.33333333333333,1
female,Kelompok Sosial Ekonomi 3 (Menengah),bachelor's degree,Bayar Sendiri,Selesai Ikut Bimbel,52,61,66,59.666666666666664,0
female,Kelompok Sosial Ekonomi 3 (Menengah),bachelor's degree,Subsidi Sekolah,Selesai Ikut Bimbel,47,62,66,58.333333333333336,0
female,Kelompok Sosial Ekonomi 2,associate's degree,Subsidi Sekolah,Tidak Ikut Bimbel,46,61,55,54.0,0
female,Kelompok Sosial Ekonomi 5 (Tinggi),some college,Bayar Sendiri,Tidak Ikut Bimbel,68,70,66,68.0,1
male,Kelompok Sosial Ekonomi 5 (Tinggi),bachelor's degree,Bayar Sendiri,Selesai Ikut Bimbel,100,100,100,100.0,1
female,Kelompok Sosial Ekonomi 3 (Menengah),high school,Bayar Sendiri,Tidak Ikut Bimbel,44,61,52,52.333333333333336,0
female,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Bayar Sendiri,Selesai Ikut Bimbel,57,77,80,71.33333333333333,1
male,Kelompok Sosial Ekonomi 2,some college,Bayar Sendiri,Selesai Ikut Bimbel,91,96,91,92.66666666666667,1
male,Kelompok Sosial Ekonomi 4,high school,Subsidi Sekolah,Tidak Ikut Bimbel,69,70,67,68.66666666666667,1
female,Kelompok Sosial Ekonomi 3 (Menengah),high school,Subsidi Sekolah,Tidak Ikut Bimbel,35,53,46,44.666666666666664,0
male,Kelompok Sosial Ekonomi 4,high school,Bayar Sendiri,Tidak Ikut Bimbel,72,66,66,68.0,1
female,Kelompok Sosial Ekonomi 2,associate's degree,Subsidi Sekolah,Tidak Ikut Bimbel,54,65,65,61.333333333333336,1
male,Kelompok Sosial Ekonomi 4,high school,Subsidi Sekolah,Tidak Ikut Bimbel,74,70,69,71.0,1
male,Kelompok Sosial Ekonomi 5 (Tinggi),some high school,Bayar Sendiri,Selesai Ikut Bimbel,74,64,60,66.0,1
male,Kelompok Sosial Ekonomi 5 (Tinggi),associate's degree,Subsidi Sekolah,Tidak Ikut Bimbel,64,56,52,57.333333333333336,0
female,Kelompok Sosial Ekonomi 4,high school,Subsidi Sekolah,Selesai Ikut Bimbel,65,61,71,65.66666666666667,1
male,Kelompok Sosial Ekonomi 5 (Tinggi),associate's degree,Subsidi Sekolah,Selesai Ikut Bimbel,46,43,44,44.333333333333336,0
female,Kelompok Sosial Ekonomi 3 (Menengah),some high school,Subsidi Sekolah,Tidak Ikut Bimbel,48,56,51,51.666666666666664,0
male,Kelompok Sosial Ekonomi 3 (Menengah),some college,Subsidi Sekolah,Selesai Ikut Bimbel,67,74,70,70.33333333333333,1
male,Kelompok Sosial Ekonomi 4,some college,Subsidi Sekolah,Tidak Ikut Bimbel,62,57,62,60.333333333333336,1
male,Kelompok Sosial Ekonomi 4,associate's degree,Subsidi Sekolah,Selesai Ikut Bimbel,61,71,73,68.33333333333333,1
male,Kelompok Sosial Ekonomi 3 (Menengah),bachelor's degree,Subsidi Sekolah,Selesai Ikut Bimbel,70,75,74,73.0,1
male,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Bayar Sendiri,Selesai Ikut Bimbel,98,87,90,91.66666666666667,1
male,Kelompok Sosial Ekonomi 4,some college,Subsidi Sekolah,Tidak Ikut Bimbel,70,63,58,63.666666666666664,1
male,Kelompok Sosial Ekonomi 1 (Rendah),associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,67,57,53,59.0,0
female,Kelompok Sosial Ekonomi 5 (Tinggi),high school,Subsidi Sekolah,Tidak Ikut Bimbel,57,58,57,57.333333333333336,0
male,Kelompok Sosial Ekonomi 4,some college,Bayar Sendiri,Selesai Ikut Bimbel,85,81,85,83.66666666666667,1
male,Kelompok Sosial Ekonomi 4,some high school,Bayar Sendiri,Selesai Ikut Bimbel,77,68,69,71.33333333333333,1
male,Kelompok Sosial Ekonomi 3 (Menengah),master's degree,Subsidi Sekolah,Selesai Ikut Bimbel,72,66,72,70.0,1
female,Kelompok Sosial Ekonomi 4,master's degree,Bayar Sendiri,Tidak Ikut Bimbel,78,91,96,88.33333333333333,1
male,Kelompok Sosial Ekonomi 3 (Menengah),high school,Bayar Sendiri,Tidak Ikut Bimbel,81,66,64,70.33333333333333,1
male,Kelompok Sosial Ekonomi 1 (Rendah),some high school,Subsidi Sekolah,Selesai Ikut Bimbel,61,62,61,61.333333333333336,1
female,Kelompok Sosial Ekonomi 2,high school,Bayar Sendiri,Tidak Ikut Bimbel,58,68,61,62.333333333333336,1
female,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,54,61,58,57.666666666666664,0
male,Kelompok Sosial Ekonomi 2,high school,Bayar Sendiri,Tidak Ikut Bimbel,82,82,80,81.33333333333333,1
female,Kelompok Sosial Ekonomi 4,some college,Subsidi Sekolah,Tidak Ikut Bimbel,49,58,60,55.666666666666664,0
male,Kelompok Sosial Ekonomi 2,some high school,Subsidi Sekolah,Selesai Ikut Bimbel,49,50,52,50.333333333333336,0
female,Kelompok Sosial Ekonomi 5 (Tinggi),high school,Subsidi Sekolah,Selesai Ikut Bimbel,57,75,73,68.33333333333333,1
male,Kelompok Sosial Ekonomi 5 (Tinggi),high school,Bayar Sendiri,Tidak Ikut Bimbel,94,73,71,79.33333333333333,1
female,Kelompok Sosial Ekonomi 4,some college,Bayar Sendiri,Selesai Ikut Bimbel,75,77,83,78.33333333333333,1
female,Kelompok Sosial Ekonomi 5 (Tinggi),some high school,Subsidi Sekolah,Tidak Ikut Bimbel,74,74,72,73.33333333333333,1
male,Kelompok Sosial Ekonomi 3 (Menengah),high school,Bayar Sendiri,Selesai Ikut Bimbel,58,52,54,54.666666666666664,0
female,Kelompok Sosial Ekonomi 3 (Menengah),some college,Bayar Sendiri,Tidak Ikut Bimbel,62,69,69,66.66666666666667,1
male,Kelompok Sosial Ekonomi 5 (Tinggi),associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,72,57,62,63.666666666666664,1
male,Kelompok Sosial Ekonomi 3 (Menengah),some college,Bayar Sendiri,Tidak Ikut Bimbel,84,87,81,84.0,1
female,Kelompok Sosial Ekonomi 4,master's degree,Bayar Sendiri,Tidak Ikut Bimbel,92,100,100,97.33333333333333,1
female,Kelompok Sosial Ekonomi 4,high school,Bayar Sendiri,Tidak Ikut Bimbel,45,63,59,55.666666666666664,0
male,Kelompok Sosial Ekonomi 3 (Menengah),high school,Bayar Sendiri,Tidak Ikut Bimbel,75,81,71,75.66666666666667,1
female,Kelompok Sosial Ekonomi 1 (Rendah),some college,Bayar Sendiri,Tidak Ikut Bimbel,56,58,64,59.333333333333336,0
female,Kelompok Sosial Ekonomi 4,some high school,Subsidi Sekolah,Tidak Ikut Bimbel,48,54,53,51.666666666666664,0
female,Kelompok Sosial Ekonomi 5 (Tinggi),associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,100,100,100,100.0,1
female,Kelompok Sosial Ekonomi 3 (Menengah),some high school,Subsidi Sekolah,Selesai Ikut Bimbel,65,76,75,72.0,1
male,Kelompok Sosial Ekonomi 4,some college,Bayar Sendiri,Tidak Ikut Bimbel,72,57,58,62.333333333333336,1
female,Kelompok Sosial Ekonomi 4,some college,Bayar Sendiri,Tidak Ikut Bimbel,62,70,72,68.0,1
male,Kelompok Sosial Ekonomi 1 (Rendah),some high school,Bayar Sendiri,Selesai Ikut Bimbel,66,68,64,66.0,1
male,Kelompok Sosial Ekonomi 3 (Menengah),some college,Bayar Sendiri,Tidak Ikut Bimbel,63,63,60,62.0,1
female,Kelompok Sosial Ekonomi 5 (Tinggi),associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,68,76,67,70.33333333333333,1
female,Kelompok Sosial Ekonomi 2,bachelor's degree,Bayar Sendiri,Tidak Ikut Bimbel,75,84,80,79.66666666666667,1
female,Kelompok Sosial Ekonomi 4,bachelor's degree,Bayar Sendiri,Tidak Ikut Bimbel,89,100,100,96.33333333333333,1
male,Kelompok Sosial Ekonomi 3 (Menengah),some high school,Bayar Sendiri,Selesai Ikut Bimbel,78,72,69,73.0,1
female,Kelompok Sosial Ekonomi 1 (Rendah),high school,Subsidi Sekolah,Selesai Ikut Bimbel,53,50,60,54.333333333333336,0
female,Kelompok Sosial Ekonomi 4,some college,Subsidi Sekolah,Tidak Ikut Bimbel,49,65,61,58.333333333333336,0
female,Kelompok Sosial Ekonomi 1 (Rendah),some college,Bayar Sendiri,Tidak Ikut Bimbel,54,63,67,61.333333333333336,1
female,Kelompok Sosial Ekonomi 3 (Menengah),some college,Bayar Sendiri,Selesai Ikut Bimbel,64,82,77,74.33333333333333,1
male,Kelompok Sosial Ekonomi 2,some college,Subsidi Sekolah,Selesai Ikut Bimbel,60,62,60,60.666666666666664,1
male,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,62,65,58,61.666666666666664,1
male,Kelompok Sosial Ekonomi 4,high school,Bayar Sendiri,Selesai Ikut Bimbel,55,41,48,48.0,0
female,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,91,95,94,93.33333333333333,1
female,Kelompok Sosial Ekonomi 2,high school,Subsidi Sekolah,Tidak Ikut Bimbel,8,24,23,18.333333333333332,0
male,Kelompok Sosial Ekonomi 4,some high school,Bayar Sendiri,Tidak Ikut Bimbel,81,78,78,79.0,1
male,Kelompok Sosial Ekonomi 2,some high school,Bayar Sendiri,Selesai Ikut Bimbel,79,85,86,83.33333333333333,1
female,Kelompok Sosial Ekonomi 1 (Rendah),some college,Bayar Sendiri,Selesai Ikut Bimbel,78,87,91,85.33333333333333,1
female,Kelompok Sosial Ekonomi 3 (Menengah),some high school,Bayar Sendiri,Tidak Ikut Bimbel,74,75,82,77.0,1
male,Kelompok Sosial Ekonomi 1 (Rendah),high school,Bayar Sendiri,Tidak Ikut Bimbel,57,51,54,54.0,0
female,Kelompok Sosial Ekonomi 3 (Menengah),associate's degree,Bayar Sendiri,Tidak Ikut Bimbel,40,59,51,50.0,0
male,Kelompok Sosial Ekonomi 5 (Tinggi),some high school,Bayar Sendiri,Selesai Ikut Bimbel,81,75,76,77.33333333333333,1
female,Kelompok Sosial Ekonomi 1 (Rendah),some high school,Subsidi Sekolah,Tidak Ikut Bimbel,44,45,45,44.666666666666664,0
female,Kelompok Sosial Ekonomi 4,some college,Subsidi Sekolah,Selesai Ikut Bimbel,67,86,83,78.66666666666667,1
male,Kelompok Sosial Ekonomi 5 (Tinggi),high school,Subsidi Sekolah,Selesai Ikut Bimbel,86,81,75,80.66666666666667,1
female,Kelompok Sosial Ekonomi 2,some high school,Bayar Sendiri,Selesai Ikut Bimbel,65,82,78,75.0,1
female,Kelompok Sosial Ekonomi 4,associate's degree,Subsidi Sekolah,Tidak Ikut Bimbel,55,76,76,69.0,1
female,Kelompok Sosial Ekonomi 4,bachelor's degree,Subsidi Sekolah,Tidak Ikut Bimbel,62,72,74,69.33333333333333,1
male,Kelompok Sosial Ekonomi 1 (Rendah),high school,Bayar Sendiri,Tidak Ikut Bimbel,63,63,62,62.666666666666664,1
female,Kelompok Sosial Ekonomi 5 (Tinggi),master's degree,Bayar Sendiri,Selesai Ikut Bimbel,88,99,95,94.0,1
male,Kelompok Sosial Ekonomi 3 (Menengah),high school,Subsidi Sekolah,Tidak Ikut Bimbel,62,55,55,57.333333333333336,0
female,Kelompok Sosial Ekonomi 3 (Menengah),high school,Subsidi Sekolah,Selesai Ikut Bimbel,59,71,65,65.0,1
female,Kelompok Sosial Ekonomi 4,some college,Bayar Sendiri,Selesai Ikut Bimbel,68,78,77,74.33333333333333,1
female,Kelompok Sosial Ekonomi 4,some college,Subsidi Sekolah,Tidak Ikut Bimbel,77,86,86,83.0,1
